RIC,Ex_Cntrb_ID,Bid_Price,Ask_Price,Mid_Price,Spread,DATE,TIME_MIN
GBP=,BARCLAYS     LON,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:13:53
GBP=,BARCLAYS     LON,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:13:59
GBP=,BARCLAYS     LON,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:14:05
GBP=,BARCLAYS     LON,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:14:07
GBP=,BARCLAYS     LON,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:14:09
GBP=,BARCLAYS     LON,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:14:11
GBP=,BARCLAYS     LON,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:14:17
GBP=,DNB BANK     OSL,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:10:30
GBP=,DNB BANK     OSL,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:13:47
GBP=,NORDEA       COP,1.2516,1.252,1.2518,4.00E-04,01/12/2016,00:13:25
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:10:32
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:10:38
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:11:29
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:11:44
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:11:46
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:11:59
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:12:00
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:12:03
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:12:05
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:12:16
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:12:26
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:12:27
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:13:49
GBP=,BARCLAYS     LON,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:14:07
GBP=,DNB BANK     OSL,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:11:49
GBP=,WESTPAC      SYD,1.2515,1.2519,1.2517,4.00E-04,01/12/2016,00:12:18
GBP=,BARCLAYS     LON,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:10:39
GBP=,BARCLAYS     LON,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:10:52
GBP=,BARCLAYS     LON,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:14
GBP=,BARCLAYS     LON,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:28
GBP=,BARCLAYS     LON,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:39
GBP=,BARCLAYS     LON,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:42
GBP=,DNB BANK     OSL,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:10:40
GBP=,DNB BANK     OSL,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:39
GBP=,NEDBANK LTD  JHB,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:30
GBP=,NEDBANK LTD  JHB,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:54
GBP=,NORDEA       COP,1.2514,1.2518,1.2516,4.00E-04,01/12/2016,00:11:52
GBP=,BARCLAYS     LON,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:10:54
GBP=,BARCLAYS     LON,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:10:58
GBP=,BARCLAYS     LON,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:11:01
GBP=,BARCLAYS     LON,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:11:03
GBP=,BARCLAYS     LON,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:11:10
GBP=,BARCLAYS     LON,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:11:11
GBP=,BARCLAYS     LON,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:11:13
GBP=,DNB BANK     OSL,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:10:57
GBP=,DNB BANK     OSL,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:11:13
GBP=,NORDEA       COP,1.2513,1.2517,1.2515,4.00E-04,01/12/2016,00:10:51
GBP=,BARCLAYS     LON,1.2512,1.2516,1.2514,4.00E-04,01/12/2016,00:11:00
GBP=,BARCLAYS     LON,1.2512,1.2516,1.2514,4.00E-04,01/12/2016,00:11:09
GBP=,Commerzbank  FFT,1.2523,1.2526,1.25245,3.00E-04,01/12/2016,00:15:09
GBP=,Commerzbank  FFT,1.2523,1.2526,1.25245,3.00E-04,01/12/2016,00:15:35
GBP=,Commerzbank  FFT,1.2523,1.2526,1.25245,3.00E-04,01/12/2016,00:15:49
GBP=,Commerzbank  FFT,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:17
GBP=,Commerzbank  FFT,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:16:19
GBP=,Commerzbank  FFT,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:16:51
GBP=,DNB BANK     OSL,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:34
GBP=,DNB BANK     OSL,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:50
GBP=,DNB BANK     OSL,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:16:27
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:14:46
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:14:57
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:07
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:12
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:17
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:23
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:33
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:38
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:49
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:15:54
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:16:27
GBP=,INTERPROMBAN MOW,1.2522,1.2525,1.25235,3.00E-04,01/12/2016,00:16:49
GBP=,Commerzbank  FFT,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:14:41
GBP=,Commerzbank  FFT,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:15:45
GBP=,Commerzbank  FFT,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:16:01
GBP=,DNB BANK     OSL,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:15:24
GBP=,DNB BANK     OSL,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:15:39
GBP=,DNB BANK     OSL,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:16:00
GBP=,DNB BANK     OSL,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:16:50
GBP=,INTERPROMBAN MOW,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:15:44
GBP=,INTERPROMBAN MOW,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:16:00
GBP=,INTERPROMBAN MOW,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:16:55
GBP=,WESTPAC      SYD,1.2521,1.2524,1.25225,3.00E-04,01/12/2016,00:16:09
GBP=,Commerzbank  FFT,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:10:23
GBP=,Commerzbank  FFT,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:13:17
GBP=,Commerzbank  FFT,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:14:25
GBP=,Commerzbank  FFT,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:15:33
GBP=,Commerzbank  FFT,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:16:17
GBP=,Commerzbank  FFT,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:16:49
GBP=,DNB BANK     OSL,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:14:38
GBP=,INTERPROMBAN MOW,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:14:31
GBP=,INTERPROMBAN MOW,1.252,1.2523,1.25215,3.00E-04,01/12/2016,00:14:36
GBP=,Commerzbank  FFT,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:09:15
GBP=,Commerzbank  FFT,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:09:51
GBP=,Commerzbank  FFT,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:10:19
GBP=,Commerzbank  FFT,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:10:25
GBP=,Commerzbank  FFT,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:13:03
GBP=,DNB BANK     OSL,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:09:49
GBP=,INTERPROMBAN MOW,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:09:56
GBP=,INTERPROMBAN MOW,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:10:06
GBP=,WESTPAC      SYD,1.2519,1.2522,1.25205,3.00E-04,01/12/2016,00:10:11
GBP=,Commerzbank  FFT,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:37
GBP=,Commerzbank  FFT,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:13:21
GBP=,Commerzbank  FFT,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:13:39
GBP=,DNB BANK     OSL,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:12
GBP=,DNB BANK     OSL,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:10:25
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:13
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:19
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:30
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:35
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:40
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:09:51
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:13:04
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:13:11
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:13:16
GBP=,INTERPROMBAN MOW,1.2518,1.2521,1.25195,3.00E-04,01/12/2016,00:13:21
GBP=,Commerzbank  FFT,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:09:05
GBP=,Commerzbank  FFT,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:09:33
GBP=,Commerzbank  FFT,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:10:17
GBP=,Commerzbank  FFT,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:12:31
GBP=,Commerzbank  FFT,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:12:41
GBP=,Commerzbank  FFT,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:13:27
GBP=,Commerzbank  FFT,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:13:57
GBP=,DNB BANK     OSL,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:09:07
GBP=,INTERPROMBAN MOW,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:09:08
GBP=,INTERPROMBAN MOW,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:12:43
GBP=,INTERPROMBAN MOW,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:13:26
GBP=,INTERPROMBAN MOW,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:13:31
GBP=,INTERPROMBAN MOW,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:13:59
GBP=,INTERPROMBAN MOW,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:14:21
GBP=,NEDBANK LTD  JHB,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:09:06
GBP=,NEDBANK LTD  JHB,1.2517,1.252,1.25185,3.00E-04,01/12/2016,00:10:18
GBP=,Commerzbank  FFT,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:10:29
GBP=,Commerzbank  FFT,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:11:35
GBP=,Commerzbank  FFT,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:13:51
GBP=,DNB BANK     OSL,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:09:02
GBP=,DNB BANK     OSL,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:10:35
GBP=,INTERPROMBAN MOW,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:09:03
GBP=,INTERPROMBAN MOW,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:10:28
GBP=,INTERPROMBAN MOW,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:13:49
GBP=,INTERPROMBAN MOW,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:13:54
GBP=,INTERPROMBAN MOW,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:14:04
GBP=,INTERPROMBAN MOW,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:14:09
GBP=,INTERPROMBAN MOW,1.2516,1.2519,1.25175,3.00E-04,01/12/2016,00:14:15
GBP=,Commerzbank  FFT,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:10:41
GBP=,Commerzbank  FFT,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:11:15
GBP=,Commerzbank  FFT,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:11:43
GBP=,Commerzbank  FFT,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:11:49
GBP=,Commerzbank  FFT,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:12:33
GBP=,INTERPROMBAN MOW,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:11:59
GBP=,INTERPROMBAN MOW,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:12:04
GBP=,INTERPROMBAN MOW,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:12:15
GBP=,INTERPROMBAN MOW,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:12:26
GBP=,INTERPROMBAN MOW,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:12:31
GBP=,INTERPROMBAN MOW,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:12:38
GBP=,NEDBANK LTD  JHB,1.2515,1.2518,1.25165,3.00E-04,01/12/2016,00:12:35
GBP=,DNB BANK     OSL,1.2514,1.2517,1.25155,3.00E-04,01/12/2016,00:10:52
GBP=,DNB BANK     OSL,1.2514,1.2517,1.25155,3.00E-04,01/12/2016,00:11:44
GBP=,INTERPROMBAN MOW,1.2514,1.2517,1.25155,3.00E-04,01/12/2016,00:10:44
GBP=,INTERPROMBAN MOW,1.2514,1.2517,1.25155,3.00E-04,01/12/2016,00:11:21
GBP=,INTERPROMBAN MOW,1.2514,1.2517,1.25155,3.00E-04,01/12/2016,00:11:33
GBP=,INTERPROMBAN MOW,1.2514,1.2517,1.25155,3.00E-04,01/12/2016,00:11:44
GBP=,Commerzbank  FFT,1.2513,1.2516,1.25145,3.00E-04,01/12/2016,00:10:59
GBP=,Commerzbank  FFT,1.2513,1.2516,1.25145,3.00E-04,01/12/2016,00:11:47
GBP=,INTERPROMBAN MOW,1.2513,1.2516,1.25145,3.00E-04,01/12/2016,00:10:59
GBP=,Raiffeisen   MOW,1.2523,1.2525,1.2524,2.00E-04,01/12/2016,00:15:18
GBP=,Raiffeisen   MOW,1.2523,1.2525,1.2524,2.00E-04,01/12/2016,00:15:28
GBP=,Raiffeisen   MOW,1.2523,1.2525,1.2524,2.00E-04,01/12/2016,00:15:48
GBP=,ASANPACIFIBK MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:14:46
GBP=,ASANPACIFIBK MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:14:57
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:14:41
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:15:02
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:15:28
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:05
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:11
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:22
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:33
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:38
GBP=,INTERPROMBAN MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:44
GBP=,MDM BANK     MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:14:40
GBP=,MDM BANK     MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:15:40
GBP=,Raiffeisen   MOW,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:52
GBP=,SOC GEN      SOF,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:15:16
GBP=,ZUERCHER KB  ZUR,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:15:41
GBP=,ZUERCHER KB  ZUR,1.2522,1.2524,1.2523,2.00E-04,01/12/2016,00:16:41
GBP=,INTERPROMBAN MOW,1.2521,1.2523,1.2522,2.00E-04,01/12/2016,00:14:51
GBP=,SOC GEN      SOF,1.2521,1.2523,1.2522,2.00E-04,01/12/2016,00:14:32
GBP=,SOC GEN      SOF,1.2521,1.2523,1.2522,2.00E-04,01/12/2016,00:14:47
GBP=,SOC GEN      SOF,1.2521,1.2523,1.2522,2.00E-04,01/12/2016,00:16:02
GBP=,SOC GEN      SOF,1.2521,1.2523,1.2522,2.00E-04,01/12/2016,00:16:31
GBP=,INTERPROMBAN MOW,1.252,1.2522,1.2521,2.00E-04,01/12/2016,00:14:25
GBP=,SOC GEN      SOF,1.252,1.2522,1.2521,2.00E-04,01/12/2016,00:15:02
GBP=,SOC GEN      SOF,1.252,1.2522,1.2521,2.00E-04,01/12/2016,00:15:32
GBP=,SOC GEN      SOF,1.252,1.2522,1.2521,2.00E-04,01/12/2016,00:15:47
GBP=,SOC GEN      SOF,1.252,1.2522,1.2521,2.00E-04,01/12/2016,00:16:16
GBP=,SOC GEN      SOF,1.252,1.2522,1.2521,2.00E-04,01/12/2016,00:16:47
GBP=,ASANPACIFIBK MOW,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:10:15
GBP=,INTERPROMBAN MOW,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:10:01
GBP=,INTERPROMBAN MOW,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:10:11
GBP=,INTERPROMBAN MOW,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:10:22
GBP=,MDM BANK     MOW,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:10:23
GBP=,NEDBANK LTD  JHB,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:10:03
GBP=,Raiffeisen   MOW,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:13:05
GBP=,SOC GEN      SOF,1.2519,1.2521,1.252,2.00E-04,01/12/2016,00:10:02
GBP=,INTERPROMBAN MOW,1.2518,1.252,1.2519,2.00E-04,01/12/2016,00:12:49
GBP=,INTERPROMBAN MOW,1.2518,1.252,1.2519,2.00E-04,01/12/2016,00:12:59
GBP=,NEDBANK LTD  JHB,1.2518,1.252,1.2519,2.00E-04,01/12/2016,00:13:46
GBP=,NEDBANK LTD  JHB,1.2518,1.252,1.2519,2.00E-04,01/12/2016,00:14:02
GBP=,SOC GEN      SOF,1.2518,1.252,1.2519,2.00E-04,01/12/2016,00:09:16
GBP=,SOC GEN      SOF,1.2518,1.252,1.2519,2.00E-04,01/12/2016,00:13:46
GBP=,SOC GEN      SOF,1.2518,1.252,1.2519,2.00E-04,01/12/2016,00:14:01
GBP=,INTERPROMBAN MOW,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:13:36
GBP=,MDM BANK     MOW,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:13:44
GBP=,SOC GEN      SOF,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:09:32
GBP=,SOC GEN      SOF,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:09:47
GBP=,SOC GEN      SOF,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:10:16
GBP=,SOC GEN      SOF,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:12:31
GBP=,SOC GEN      SOF,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:12:46
GBP=,SOC GEN      SOF,1.2517,1.2519,1.2518,2.00E-04,01/12/2016,00:13:32
GBP=,INTERPROMBAN MOW,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:10:33
GBP=,INTERPROMBAN MOW,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:10:38
GBP=,NEDBANK LTD  JHB,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:10:34
GBP=,Raiffeisen   MOW,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:12:13
GBP=,Raiffeisen   MOW,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:12:34
GBP=,SOC GEN      SOF,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:10:31
GBP=,SOC GEN      SOF,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:10:47
GBP=,SOC GEN      SOF,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:12:18
GBP=,SOC GEN      SOF,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:13:02
GBP=,SOC GEN      SOF,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:14:17
GBP=,ZUERCHER KB  ZUR,1.2516,1.2518,1.2517,2.00E-04,01/12/2016,00:12:42
GBP=,INTERPROMBAN MOW,1.2515,1.2517,1.2516,2.00E-04,01/12/2016,00:11:38
GBP=,INTERPROMBAN MOW,1.2515,1.2517,1.2516,2.00E-04,01/12/2016,00:11:49
GBP=,INTERPROMBAN MOW,1.2515,1.2517,1.2516,2.00E-04,01/12/2016,00:11:54
